country,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_expenditures,gdp,inflation
Syrian Arab Republic,2000,1553000000.0,3412000.0,8.306797469109375,5.75478960512289,18937052543.4373,-3.84615384615379
Turks and Caicos Islands,2000,285000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Chad,2000,14000000.0,43000.0,8.306797469109375,5.75478960512289,1388506771.58756,3.82260088086307
East Asia & Pacific (IDA & IBRD countries),2000,1553000000.0,115002176.277714,8.72349673192982,5.9637730787825,1734180675232.75,2.15851810619419
Europe & Central Asia (IDA & IBRD countries),2000,1553000000.0,185016223.155066,8.306797469109375,5.75478960512289,895734227991.983,13.1808905865732
Togo,2000,11000000.0,60000.0,2.59035838183004,2.48502879817456,2106848752.27753,1.86260595463066
Thailand,2000,9935000000.0,9579000.0,12.1511436165526,4.49107273073699,126392224253.794,1.59196917460972
Tajikistan,2000,1553000000.0,7699.99980926514,8.306797469109375,5.75478960512289,860541842.263697,3.6294334991175647
Turkmenistan,2000,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,2904663310.9825,3.6294334991175647
Latin America & the Caribbean (IDA & IBRD countries),2000,28136680703.1678,142004691.925374,7.10730949906633,5.79059914737595,2214459641327.38,4.76382472733251
Timor-Leste,2000,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,366924300.0,3.6294334991175647
Middle East & North Africa (IDA & IBRD countries),2000,17623088942.5561,25303332.9136176,13.2821614974586,5.00649984834327,470235593839.263,2.28921996056005
Tonga,2000,1553000000.0,43000.0,8.306797469109375,5.75478960512289,204848470.149169,6.32763551411155
South Asia (IDA & IBRD),2000,1553000000.0,4872221.46745546,6.12973203429577,5.02563501255731,647681666329.099,4.0094359104519
Sub-Saharan Africa (IDA & IBRD countries),2000,8236189717.38054,19581432.3755935,7.3131867253681,7.09253399970912,428340828932.008,4.50078856262104
Trinidad and Tobago,2000,371000000.0,503000.0,7.68290874456046,5.14347563461515,8154342116.10311,3.55541319666877
Tunisia,2000,1977000000.0,5058000.0,23.0998290853294,3.3465529915203,21473528160.7782,2.96230794738605
Turkiye,2000,1553000000.0,10428000.0,8.306797469109375,5.75478960512289,274294623164.043,54.9153705812683
Tuvalu,2000,1553000000.0,1100.00002384186,8.306797469109375,5.75478960512289,15073975.5349377,3.6294334991175647
Tanzania,2000,381000000.0,501000.0,27.9940937576676,17.9999666420965,13371767081.7428,5.92396109637479
Uganda,2000,1553000000.0,193000.0,8.306797469109375,5.75478960512289,6193246837.09687,3.39202158512998
Ukraine,2000,563000000.0,11691000.0,3.06678287395141,3.31521096797069,32375083934.8241,28.2030972388552
Upper middle income,2000,1553000000.0,301621449.295968,7.69302061521947,5.94755748951066,4372777700546.36,4.97896213183735
Uruguay,2000,827000000.0,2236000.0,22.5980499242548,9.08723674729773,22823270892.1094,4.76382472733251
United States,2000,118316000000.0,78343000.0,10.9252217529332,5.8851024781589,10250952000000.0,3.37685727149929
Uzbekistan,2000,63000000.0,302000.0,8.306797469109375,5.75478960512289,13760513969.314,3.6294334991175647
St. Vincent and the Grenadines,2000,1553000000.0,256000.0,8.306797469109375,5.75478960512289,427946037.037037,0.167679637488279
"Venezuela, RB",2000,469000000.0,602000.0,1.35115669384345,7.73239436619718,117146466002.661,3.6294334991175647
British Virgin Islands,2000,345000000.0,272000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Virgin Islands (U.S.),2000,1206000000.0,2396000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Viet Nam,2000,1553000000.0,2140000.0,8.306797469109375,5.75478960512289,31172518403.3162,-1.71033727851109
Vanuatu,2000,69000000.0,106000.0,43.9499595064969,5.75478960512289,272014627.835262,2.53768844221106
World,2000,596264818678.01,1332379078.84286,7.05006545185361,6.71221347938065,33855853033266.6,3.43351563418767
Samoa,2000,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,258856139.798489,0.966782350024729
Kosovo,2000,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
"Yemen, Rep.",2000,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,9679316770.18633,4.58999999999981
South Africa,2000,3338000000.0,6001000.0,9.02275645146451,8.11489965486596,151752757215.309,5.33895102929212
Zambia,2000,1553000000.0,457000.0,8.306797469109375,7.77251465080911,3600632111.41414,26.0304117888121
Zimbabwe,2000,125000000.0,1967000.0,8.306797469109375,5.75478960512289,6689957600.0,3.6294334991175647
Aruba,2001,825000000.0,1178000.0,40.8778743228543,9.82523301677999,1896456983.24022,2.88360430316264
Africa Eastern and Southern,2001,7489514346.13079,15854696.2860028,10.8405165344514,6.94072473633835,260992227761.932,5.84035398311558
Afghanistan,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,2813571753.87253,3.6294334991175647
Africa Western and Central,2001,1629462885.38722,4615887.34170828,3.73621970322768,6.19144602315821,150058483119.277,4.36152914007262
Angola,2001,35000000.0,67000.0,0.519532954717508,1.19450943737112,8936079117.73136,152.561022469299
Albania,2001,451000000.0,354000.0,68.5202066241264,16.8641464484985,3922100793.5403,3.10758827031434
Andorra,2001,1553000000.0,11351000.0,8.306797469109375,5.75478960512289,1548265808.05802,3.6294334991175647
Arab World,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,744728537853.62,1.77220437351017
United Arab Emirates,2001,1200000000.0,2508000.0,8.306797469109375,5.75478960512289,103311640571.818,3.6294334991175647
Argentina,2001,2756000000.0,2620000.0,8.8569652276865,17.713390820939,268696750000.0,3.6294334991175647
Armenia,2001,81000000.0,123000.0,14.4132125395192,5.44660204856831,2118467913.37873,3.1459046468502
American Samoa,2001,1553000000.0,36000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Antigua and Barbuda,2001,1553000000.0,624000.0,8.306797469109375,5.75478960512289,877514814.814815,1.40279663573988
Australia,2001,11333000000.0,4856000.0,13.8926188612151,10.2972303701868,379629301675.108,4.40713536201469
Austria,2001,11511000000.0,18180000.0,8.306797469109375,5.75478960512289,196477206829.33,2.65000077279528
Azerbaijan,2001,57000000.0,767000.0,2.40632026349629,5.58704069478372,5707616203.72011,1.5471959015228
Burundi,2001,899999.976158142,36000.0,2.02765329184653,5.75478960512289,876794723.068586,9.29618771341889
Belgium,2001,8304000000.0,6452000.0,8.306797469109375,5.75478960512289,236746141604.37,2.46925823086078
Benin,2001,85500000.0,1155000.0,16.408576893713,6.43800108558272,3666222635.13875,3.98429547767891
Burkina Faso,2001,25000000.0,128000.0,8.306797469109375,5.75478960512289,3190371080.94768,5.00743290822373
Bangladesh,2001,1553000000.0,207000.0,8.306797469109375,3.53187951400228,53991289844.3291,2.0071737421384
Bulgaria,2001,1262000000.0,5104000.0,17.4122981494997,9.7485003001914,14183446025.7389,7.36093927231844
Bahrain,2001,886000000.0,4388000.0,13.411281424862,8.82200501629785,8976196808.51064,-1.20757180156659
"Bahamas, The",2001,1665000000.0,4183000.0,74.9561067843155,12.3136746597537,8317830000.0,2.04498977505121
Bosnia and Herzegovina,2001,279000000.0,139000.0,17.106339134001,2.20130996706093,5800615466.26648,3.6294334991175647
Belarus,2001,272000000.0,1852000.0,3.47239953020477,5.73999929135811,12354820143.8849,61.1349331618477
Belize,2001,1553000000.0,385000.0,8.306797469109375,7.6504872746431,1172800000.0,3.65141786561502
Bermuda,2001,1553000000.0,458000.0,8.306797469109375,5.75478960512289,3680483000.0,3.6294334991175647
Bolivia,2001,119000000.0,316000.0,7.82535249429941,5.75919356740515,8141516928.39489,1.58965377879568
Brazil,2001,1844000000.0,4773000.0,2.76620876367408,5.09595908194253,559983634798.981,6.84035902487523
Barbados,2001,728000000.0,1035000.0,55.8885977483213,10.9906525607151,3054500000.0,2.57783490431289
Brunei Darussalam,2001,155000000.0,840000.0,3.75690970609154,21.3416051710187,6096155747.56182,0.59589041095899
Bhutan,2001,9000000.0,6400.00009536743,8.306797469109375,5.75478960512289,496110225.710307,3.41478946111596
Botswana,2001,235000000.0,1451000.0,8.79786792956764,10.4042299334984,5489608299.66445,6.55903767014862
Central African Republic,2001,5000000.0,9899.99961853027,8.306797469109375,5.75478960512289,932648604.751954,3.83486060237362
Canada,2001,12680000000.0,47147000.0,4.09362189984071,5.46185275683671,738981792355.372,2.52512013979906
Central Europe and the Baltics,2001,20609434979.3854,182538824.414625,11.288538270195,5.34180279430796,469451337133.573,5.74827981651373
Switzerland,2001,9392000000.0,7455000.0,6.60973761573701,5.75478960512289,286582672434.226,0.989020329832546
Channel Islands,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,6232906290.4851,3.6294334991175647
Chile,2001,1184000000.0,2508000.0,5.28331578740644,4.38562025434649,71574739561.4329,3.56910053001458
China,2001,19006000000.0,89013000.0,9.11244078783346,8.30636939851957,1339400897105.11,0.719125609120114
Cote d'Ivoire,2001,58000000.0,2508000.0,8.306797469109375,5.75478960512289,16810537043.8407,4.36152914007262
Cameroon,2001,182000000.0,2508000.0,6.44204379333119,6.7988549038425,10953485349.1135,4.41977245881146
"Congo, Dem. Rep.",2001,1553000000.0,55000.0,8.306797469109375,5.75478960512289,7438189100.33333,359.936614264586
"Congo, Rep.",2001,22600000.3814697,2508000.0,1.02678392666374,5.34252545514008,2796704604.03812,0.0559899218140583
Colombia,2001,1483000000.0,788000.0,9.84526279544197,9.70460801647049,98200641203.3892,7.96556090304834
Comoros,2001,9000000.0,19399.9996185303,8.306797469109375,5.75478960512289,378512024.077556,5.5545939481681
Cabo Verde,2001,77000000.0,134000.0,48.0751633156319,15.994601945658,563090490.377368,3.34996472317894
Costa Rica,2001,1480000000.0,1320000.0,22.7438793004657,6.68910472759352,15976174336.9721,11.2556157091172
Caribbean small states,2001,5171516485.65681,10923386.3874346,56.7139723607044,10.9630321403509,17643048266.6049,2.57783490431289
Cuba,2001,1840000000.0,1775000.0,8.306797469109375,5.75478960512289,31682400000.0,3.6294334991175647
Curacao,2001,271000000.0,519000.0,8.306797469109375,5.75478960512289,2143450726.25698,1.79282868525896
Cayman Islands,2001,585000000.0,1549000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Cyprus,2001,2203000000.0,2841000.0,41.4466970399496,10.9925721780318,10397898907.1038,1.97304191729914
Czechia,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,68135304463.9641,4.66267556988253
Germany,2001,24182000000.0,17861000.0,4.01601998108701,9.8804677469079,1966381496641.73,1.98385731334471
Djibouti,2001,8600000.0,21600.0003814697,4.02836140323133,4.92354787433387,572417440.820162,1.74665224985434
Dominica,2001,46000000.0,276000.0,29.4534540108011,5.75478960512289,340203703.703704,1.3038940346596
Denmark,2001,4003000000.0,2508000.0,5.29492221567598,7.45902454561411,164881594415.341,2.33787000255262
Dominican Republic,2001,2798000000.0,3090000.0,50.3219308657962,5.87276144152111,25601823687.5742,8.88306848812961
Algeria,2001,1553000000.0,901000.0,8.306797469109375,5.75478960512289,59413400923.6364,4.22598834854673
East Asia & Pacific (excluding high income),2001,1553000000.0,125452248.3183,9.35287465194778,6.34968241366373,1847281359888.64,4.27267024465105
Early-demographic dividend,2001,1553000000.0,184896885.284265,7.79496230508184,6.1972787922539,3351041297124.39,3.7508205747202
East Asia & Pacific,2001,1553000000.0,178795259.498581,5.05536098330593,6.82106330539559,7790170401820.93,3.57755452095074
Europe & Central Asia (excluding high income),2001,1553000000.0,63741444.6999536,8.306797469109375,5.75478960512289,335072894898.88,8.35413777161338
Europe & Central Asia,2001,225883823565.694,714973123.417569,6.98978843015507,7.7441585688319,10181970704338.6,4.26287228873703
Ecuador,2001,438000000.0,641000.0,7.7065693107817,7.03305514246521,23127055000.0,37.6767454518094
"Egypt, Arab Rep.",2001,4119000000.0,4648000.0,25.6360784704242,5.94396102133253,96684636118.5984,2.26975720475956
Euro area,2001,152967091793.332,2508000.0,7.41601658445418,7.75002889338605,6631899418122.65,2.85732893518829
Eritrea,2001,74000000.0,113000.0,8.306797469109375,5.75478960512289,752371688.743186,3.6294334991175647
Spain,2001,1553000000.0,75564000.0,8.306797469109375,5.75478960512289,627798682378.741,3.58983413338112
Estonia,2001,661000000.0,3230000.0,16.8084471149882,6.22780878488403,6250218422.70164,5.74827981651373
Ethiopia,2001,218000000.0,148000.0,22.3431830869738,2.32847326165782,8231326016.47494,-8.23784453391137
European Union,2001,178908884267.063,616082121.152082,7.35832081932166,7.67624205125995,7407567318765.1,3.37396832213867
Fragile and conflict affected situations,2001,1553000000.0,14607271.60981,2.75491638037595,5.99882551741567,458017420440.076,5.37080293380438
Finland,2001,2066000000.0,2826000.0,4.00619431059601,6.45922904007737,129519672868.898,2.57844080098896
Fiji,2001,316000000.0,446000.0,34.5375033371208,7.91239657028044,1652462023.46215,4.27267024465105
France,2001,37826000000.0,2508000.0,9.65446786130142,7.69688506537674,1370376677298.86,1.63478079549601
Faroe Islands,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1160268212.07291,3.6294334991175647
"Micronesia, Fed. Sts.",2001,14699999.8092651,15300.0001907349,8.306797469109375,5.75478960512289,240970900.0,0.502497351294027
Gabon,2001,46000000.0,236000.0,1.6555187437817,16.4764490862534,5023265413.2623,2.13762052701465
United Kingdom,2001,1553000000.0,22835000.0,8.306797469109375,5.75478960512289,1649827263567.01,1.53234960272418
Georgia,2001,136000000.0,302000.0,15.7045695263372,10.3679230159195,3219462262.0075,4.64604442058634
Ghana,2001,374000000.0,439000.0,15.5913067418422,4.61599080117429,5314872854.4405,41.509496287803
Gibraltar,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Guinea,2001,8199999.80926514,38000.0,1.01339982858575,3.03687658265453,4125527603.22908,3.6294334991175647
"Gambia, The",2001,1553000000.0,57000.0,8.306797469109375,5.75478960512289,687410645.063943,4.49259609239754
Guinea-Bissau,2001,1553000000.0,7800.00019073486,8.306797469109375,5.97919558184905,412610871.509121,3.34812265527109
Equatorial Guinea,2001,14000000.0,2508000.0,8.306797469109375,5.75478960512289,1461139022.02954,8.82538925854966
Greece,2001,9219000000.0,14678000.0,30.6804874577745,10.1521726922408,132050474720.03,3.37396832213867
Grenada,2001,83000000.0,277000.0,39.8580837323672,5.75478960512289,520444185.185185,3.14099305202543
Greenland,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1086170703.9816,3.6294334991175647
Guatemala,2001,588000000.0,835000.0,15.0654977959455,4.38349581370112,18405220247.4412,7.28587366610134
Guam,2001,1553000000.0,1159000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Guyana,2001,65000000.0,99000.0,9.88743535138424,8.45377692937006,712167450.162898,2.62741314203332
High income,2001,387844332293.838,884986859.968615,6.7311235000064,7.03135970467744,27827867729175.2,2.62661472298117
"Hong Kong SAR, China",2001,7923000000.0,13725000.0,3.80955175691424,6.15752426286301,169404327616.605,-1.65816326530609
Honduras,2001,260000000.0,672000.0,10.2450622923047,5.90152326073633,7651162302.3456,9.67415556865377
Heavily indebted poor countries (HIPC),2001,3628225810.34078,8160225.18517974,11.7032620468197,6.8494014010277,175229674106.654,4.60374621964682
Croatia,2001,3463000000.0,40129000.0,40.0703267898142,6.88300231912075,23066883849.6467,3.77670246665889
Haiti,2001,105000000.0,499000.0,23.6369366530098,12.7670245993206,6331970324.31022,13.31672224251
Hungary,2001,4191000000.0,30679000.0,11.8572387369156,5.24796948102701,53749989092.0197,9.11680911680911
IBRD only,2001,1553000000.0,453337858.336255,8.45707965569868,6.49138953537264,5955395364740.57,5.39883985897827
IDA & IBRD total,2001,1553000000.0,493824388.609277,8.45162832278918,6.42847654841337,6467971857875.88,5.00743290822373
IDA total,2001,8148869232.65954,24182673.0485055,8.35989129018171,5.63537860777966,512834423375.268,4.41977245881146
IDA blend,2001,2593222482.20535,2508000.0,5.40465086238572,5.29500418763714,227157351660.396,4.27267024465105
Indonesia,2001,1553000000.0,5153000.0,8.306797469109375,5.75478960512289,160446947784.909,11.5001148791768
IDA only,2001,5687285330.20852,13101063.9998511,8.306797469109375,5.8874092058215,286236953680.483,4.60374621964682
Isle of Man,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1668684324.16871,3.6294334991175647
India,2001,3342000000.0,2537000.0,5.37902467437998,6.12386608585329,485440139204.171,3.77929312235637
Not classified,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Ireland,2001,3789000000.0,6353000.0,8.306797469109375,5.75478960512289,109346669229.695,4.85280279607477
"Iran, Islamic Rep.",2001,1122000000.0,1402000.0,8.306797469109375,5.75478960512289,126878750295.583,11.2742471332117
Iraq,2001,1553000000.0,127000.0,8.306797469109375,5.75478960512289,36176430128.8057,16.3740814963262
Iceland,2001,383000000.0,329000.0,12.6080340659603,5.75478960512289,8234846804.60582,6.40508550386868
Israel,2001,2854000000.0,1219000.0,7.05043009105776,8.90580286259586,134620909004.446,1.1513157894737
Italy,2001,26924000000.0,60960000.0,8.99335490663759,5.95430771847889,1172041488805.87,2.78516542713554
Jamaica,2001,1494000000.0,2117000.0,44.5783851524736,4.94930775100839,9194727831.07318,6.8019093078759
Jordan,2001,884000000.0,3034000.0,23.3744997529595,6.96839782274832,8975814652.8196,1.77220437351017
Japan,2001,5750000000.0,4772000.0,1.29560159226122,8.51271641187322,4374711694090.87,-0.740055504162738
Kazakhstan,2001,502000000.0,2693000.0,4.99725133760438,7.19347130642095,22152689179.8815,8.35413777161338
Kenya,2001,536000000.0,994000.0,17.7984608303965,4.52024247405942,12986007425.8781,5.73859814341467
Kyrgyz Republic,2001,32000000.0,199000.0,5.68346953225307,3.65910515827624,1525116370.27939,6.9196798942304
Cambodia,2001,429000000.0,605000.0,20.4696404530253,2.41674191958705,4145665969.92864,-0.600648300123686
Kiribati,2001,3200000.04768372,14500.0,8.306797469109375,5.75478960512289,64935847.4676225,3.6294334991175647
St. Kitts and Nevis,2001,62000000.0,334000.0,30.7298251470261,5.75478960512289,458643829.014199,2.30344748349255
"Korea, Rep.",2001,7917000000.0,5147000.0,4.46792877048153,4.90955920402691,547656279894.587,4.06657587897792
Kuwait,2001,286000000.0,2072000.0,1.59767858552372,25.859181390335,34889559869.8326,1.29999999999999
Latin America & Caribbean (excluding high income),2001,26055343130.3416,129631536.654968,7.3719276553471,5.6987611687263,1951440310331.08,6.8019093078759
Lao PDR,2001,108000000.0,674000.0,22.2411040844243,0.758740836292013,1768619058.34647,7.81180794783471
Lebanon,2001,837000000.0,837000.0,8.306797469109375,5.75478960512289,17649751243.7811,3.6294334991175647
Liberia,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,906000000.0,3.6294334991175647
Libya,2001,90000000.0,953000.0,0.831946755407654,9.76275814985492,34112093927.254,-8.81393752145546
St. Lucia,2001,233000000.0,747000.0,69.7243514537881,5.75478960512289,892592592.592592,5.30722081028547
Latin America & Caribbean,2001,38234590489.8398,155630805.097585,7.75860187411484,5.76252630187977,2282568106526.85,4.05508061344645
Least developed countries: UN classification,2001,3743451774.25185,8822886.00541053,10.7460565396957,5.17226662176342,216145797376.049,4.86116462755991
Low income,2001,1831093302.25184,4422831.20971013,8.306797469109375,5.75478960512289,117057870839.898,4.24905518796216
Liechtenstein,2001,1553000000.0,56500.0,8.306797469109375,5.75478960512289,2491800558.77674,3.6294334991175647
Sri Lanka,2001,347000000.0,397000.0,5.62185492050017,5.6410047724023,15749753804.8344,14.15845579912
Lower middle income,2001,30809723434.4521,61303177.8484871,10.1763016691508,5.66453943523642,1198116648048.7,4.36152914007262
Low & middle income,2001,1553000000.0,382836193.317166,8.66657087942787,6.03208136907205,5689226864512.04,5.07745045522496
Lesotho,2001,1553000000.0,295000.0,8.306797469109375,17.0706556663767,825706961.238689,-9.61615353858472
Late-demographic dividend,2001,1553000000.0,271213960.01672,8.85981622660739,7.27874465905015,3529672920785.99,4.64604442058634
Lithuania,2001,425000000.0,4195000.0,8.05133912714012,3.82800939295697,12260761329.3051,1.36712030817819
Luxembourg,2001,1553000000.0,836000.0,8.306797469109375,5.75478960512289,21387533703.2327,2.66382110579103
Latvia,2001,153000000.0,2061000.0,6.00236925623886,7.99186695309498,8190888739.6463,2.48704003555457
"Macao SAR, China",2001,3745000000.0,10279000.0,8.306797469109375,5.75478960512289,6860272608.45211,-1.98465008641652
St. Martin (French part),2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Morocco,2001,2966000000.0,4596000.0,31.0651925553898,5.52580590607681,43831480207.6444,0.619801875297975
Monaco,2001,1553000000.0,270000.0,8.306797469109375,5.75478960512289,2673723033.71239,3.6294334991175647
Moldova,2001,58000000.0,16000.0,9.12782096880803,9.10599376745316,1480673594.05602,9.7646628575765
Madagascar,2001,149000000.0,2508000.0,14.6800381546251,14.8898676704049,5438332601.90798,7.91694484529586
Maldives,2001,1553000000.0,461000.0,8.306797469109375,12.9366376890811,870031676.798793,0.67257737006247
Middle East & North Africa,2001,1553000000.0,2508000.0,8.306797469109375,9.31834032097908,990205280016.889,1.74665224985434
Mexico,2001,9190000000.0,100718000.0,5.35920234964156,3.60202229651979,796064590656.176,6.36773806235037
Marshall Islands,2001,3099999.90463257,5400.00009536743,8.306797469109375,5.75478960512289,122406100.0,3.6294334991175647
Middle income,2001,1553000000.0,375000502.556763,8.64945318822698,6.03247332778896,5573072760737.42,5.25305303386298
North Macedonia,2001,49000000.0,99000.0,4.81980542006097,3.83992108702644,3709636030.66578,5.19888525744048
Mali,2001,91000000.0,89000.0,10.3747124245701,5.61737515111537,3468337942.32063,5.18701191944066
Malta,2001,704000000.0,1439000.0,22.3422133195397,6.11749648801102,4070867701.80867,2.92949244324104
Myanmar,2001,132000000.0,475000.0,5.34248770507595,1.3632225868743,6477790688.22844,21.101305376923
Middle East & North Africa (excluding high income),2001,18742083025.7815,25760103.4882257,20.0811092332844,6.20082914714497,480454322805.497,2.12654526904647
Montenegro,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1159869245.92513,3.6294334991175647
Mongolia,2001,49000000.0,192000.0,7.69592210164092,7.11871120469611,1267997934.3125,6.27736020484006
Northern Mariana Islands,2001,1553000000.0,444000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Mozambique,2001,1553000000.0,404000.0,8.306797469109375,5.75478960512289,5650154067.10346,3.6294334991175647
Mauritania,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1746063557.61355,4.7148963468961
Mauritius,2001,820000000.0,675000.0,28.7697683371169,8.13232940632507,4675755867.17657,5.38934426229505
Malawi,2001,40000000.0,266000.0,8.48260051529087,8.07930774176618,2498008664.6691,22.7
Malaysia,2001,7627000000.0,12775000.0,7.45094208170622,3.93472757863623,92783947368.4211,1.41678473206098
North America,2001,135637315507.183,118580000.0,8.91500554468972,5.89042291093825,11324591275355.4,2.67564562932657
Namibia,2001,250000000.0,700000.0,17.5192608977258,5.75478960512289,3557341215.15159,3.6294334991175647
New Caledonia,2001,1553000000.0,101000.0,8.306797469109375,5.75478960512289,3297734891.14661,3.6294334991175647
Niger,2001,30100000.3814697,52000.0,9.13520615550259,6.8912483042374,2448714703.96617,4.00551428352678
Nigeria,2001,168000000.0,1753000.0,0.855184094647172,5.45244746051739,73557840064.489,18.8736462093862
Nicaragua,2001,1553000000.0,584000.0,8.306797469109375,6.46138313982837,5351752034.2221,5.98604186279518
Netherlands,2001,11147000000.0,9500000.0,4.49991585351546,5.65438577602866,432536219668.898,4.15584127195613
Norway,2001,2380000000.0,3073000.0,3.05901815218359,9.65940398670778,174239354070.977,3.00419703998237
Nepal,2001,191000000.0,361000.0,16.8459545379877,7.52743302800125,6007055042.17687,2.68830373545629
Nauru,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,22613287.5389074,3.6294334991175647
New Zealand,2001,2340000000.0,1909000.0,12.2629821537429,7.45698215320651,53872425916.6248,2.62581630392903
OECD members,2001,373634443461.894,857416270.350922,6.97234007231858,6.88151955008049,27429307915077.8,3.18908268106052
Oman,2001,538000000.0,1095000.0,4.60612335782675,9.75402352771362,22205721716.515,-0.816666666666656
Other small states,2001,1553000000.0,22699583.1219669,19.7963746003697,9.20481793420693,56559437273.7454,3.41478946111596
Pakistan,2001,533000000.0,500000.0,5.09024925986057,4.64357429718876,97145618479.9038,3.14826144590618
Panama,2001,665000000.0,737000.0,8.32790662726043,2.91305742701315,12252906300.0,0.307062436028722
Peru,2001,763000000.0,2508000.0,9.3544033758826,8.31354618328892,52030158775.4055,1.97709878502053
Philippines,2001,2011000000.0,1797000.0,8.23471602309488,5.81670406987323,78921234457.5487,5.34550195567142
Palau,2001,1553000000.0,54000.0,8.306797469109375,5.75478960512289,159453500.0,3.6294334991175647
Papua New Guinea,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,3081024212.42924,9.29817332783968
Poland,2001,5121000000.0,61431000.0,9.95993465069239,6.16722706374803,191823200371.284,5.40833545566148
Pre-demographic dividend,2001,3181177308.38713,8489704.81069139,5.31223456224405,5.63717810346652,269008210588.108,5.07745045522496
Puerto Rico,2001,2728000000.0,4908000.0,8.306797469109375,5.75478960512289,69208400000.0,3.6294334991175647
"Korea, Dem. People's Rep.",2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Portugal,2001,6264000000.0,12167000.0,18.6580794724752,5.6916647297443,121604107164.997,4.36990330551793
Paraguay,2001,91000000.0,3550000.0,2.62674762137274,4.74540881696958,8495806432.18467,7.26806028584825
West Bank and Gaza,2001,14000000.0,43000.0,2.27309628186394,13.3893514668651,4003700000.0,1.22278475878898
Pacific island small states,2001,481279973.613095,2508000.0,33.4105160751595,7.86951972150614,3391833612.42156,4.05547744166415
Post-demographic dividend,2001,361174259917.418,734362506.082342,6.76751767745229,6.89697714247329,26157004273269.9,2.65691093929316
French Polynesia,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,3573808556.31268,3.6294334991175647
Qatar,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,17538461538.4615,1.47133434804683
Romania,2001,419000000.0,4938000.0,3.2048340217225,2.9386290522148,40395116581.4832,34.4770123493527
Russian Federation,2001,4726000000.0,21595000.0,4.32494721249099,13.5343967819198,306602070620.5,21.4770072117159
Rwanda,2001,29000000.0,2508000.0,8.306797469109375,5.75478960512289,1966600715.49841,3.34285506749409
South Asia,2001,1553000000.0,4693365.34838113,5.5226448156826,5.72597233088003,662513570031.796,3.14826144590618
Saudi Arabia,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,184137600000.0,-1.12094477457175
Sudan,2001,3000000.0,50000.0,0.175100682892663,3.6002724530505,15716361792.1926,1.93529572095333
Senegal,2001,175000000.0,2508000.0,12.4882319036541,6.0785701689881,6507824829.26254,2.9745008391957
Singapore,2001,4641000000.0,7522000.0,2.82595507856574,4.417225822092,89793790669.6515,0.997197956155961
Solomon Islands,2001,8800000.19073486,2508000.0,9.60171265204174,6.30481039192449,409508552.979972,6.92583732057426
Sierra Leone,2001,14000000.0,2508000.0,17.2585353934716,15.2882419607033,1681473752.3847,3.6294334991175647
El Salvador,2001,452000000.0,804000.0,18.5656781401462,5.34921494315106,12282533600.0,3.7508205747202
San Marino,2001,1553000000.0,3036000.0,8.306797469109375,5.75478960512289,1059529812.37456,3.6294334991175647
Somalia,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,2252847464.68608,3.6294334991175647
Serbia,2001,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,13599378661.9952,95.0052258100006
Sub-Saharan Africa (excluding high income),2001,8588341996.37855,20377864.5491969,8.08604748611629,6.68177971297455,409715333350.834,5.07745045522496
